ARPT_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL
AZ13,SCHU RANCH,33.01699222,-112.28126
AZ31,SERENE FLD,32.996715,-112.2723706
40AZ,BOULAIS RANCH,33.07893833,-112.1290333
2AN2,AK-CHIN,33.02729444,-112.0851278
41AZ,FARMS,32.9861625,-112.0256961
2AZ4,MILLAR,33.05366055,-112.1457006
E68,ESTRELLA SAILPORT,33.08532666,-112.1609794
AZ43,HIDDEN VALLEY,33.05416666,-112.1736111
2AZ9,ETHNOS AIR,31.60231777,-109.6514583
L25,PEARCE FERRY,36.09322222,-114.0467222
20AZ,GC,35.94149166,-113.9079861
FFZ,FALCON FLD,33.46084055,-111.7283253
66AZ,BANNER DESERT MEDICAL CENTER,33.389525,-111.8757556
AZ10,JSJ,33.44334166,-111.8584417
AZ81,BOEING,33.47104722,-111.7265028
AZ92,BANNER BAYWOOD MEDICAL CENTER,33.41112222,-111.6870306
AZ39,TURF,33.46324027,-111.7287497
08AZ,MESA POLICE,33.41768055,-111.8388278
69AZ,MARICOPA COUNTY SHERIFFS OFFICE,33.38104166,-111.8288194
0AZ4,FLYING BUCKET RANCH,32.98227027,-112.2870928
5AZ6,MOTOWN,32.925,-112.2594444
1AZ0,BISHOP AIRFIELD,33.11194444,-112.2691667
45AZ,WILLOW VALLEY,34.91330555,-114.5800778
0AZ5,CASTLE WELL,33.86586583,-112.6033683
12AZ,RANTA STRIP,33.85392111,-112.6532303
AZ32,ROESNER RANCH,33.84753277,-112.5879508
AZ28,THUNDER RIDGE AIRPARK,33.82150277,-112.5731167
OLS,NOGALES INTL,31.41772222,-110.8478889
30AZ,KIELBERG CANYON,32.56582222,-110.4273194
AZ82,MOGOLLON AIRPARK,34.39925086,-110.5296379
44AZ,SANDHILL RANCH,36.93193,-111.9696214
PGA,PAGE MUNI,36.92606944,-111.4483506
AZ26,EVELYN FLD,31.36916666,-110.125
P20,AVI SUQUILLA,34.14983333,-114.2678333
AZ47,LAPAZ RGNL HOSPITAL,34.13703611,-114.2849222
AZ57,PILOTS REST,34.93162,-112.512597
AZ09,BIG CHINO AIRSTRIP,35.02784425,-112.6744578
PAN,PAYSON,34.25683583,-111.3392556
AZ68,TONTO NF PAYSON,34.26781388,-111.2386528
1G4,GRAND CANYON WEST,35.98611111,-113.8169167
AZ12,183 MILE,36.10831611,-113.2132633
L37,GRAND CANYON CAVERNS,35.52723472,-113.2475028
3AZ5,HUALAPAI,35.57221444,-113.29243
AZ36,GRAND CANYON WEST-1,36.02609833,-113.8280061
AZ35,GRAND CANYON WEST-2,36.0480425,-113.8582856
7AZ4,RANCHO RELAXO,31.93861111,-109.5883333
4AZ5,NEW WADDELL DAM,33.84515277,-112.2698361
AZ07,PHOENIX AREA,33.44273333,-112.14915
AZ20,WESTCOR HOME OFFICE,33.59318888,-111.9789806
AZ24,PHOENIX BAPTIST HOSPITAL,33.52507777,-112.1017139
67AZ,GOOD SAMARITAN HOSPITAL,33.46504333,-112.0601478
5AZ2,SOUTHERN COMMAND POLICE STATION,33.40694444,-112.0722222
AZ29,WESTRIDGE MALL,33.47559777,-112.223765
AZ33,KNOELL-MAIN OFFICE,33.42587777,-112.0298692
20E,MARICOPA MEDICAL CENTER,33.4568,-112.0269972
AZ48,BANNER UNIV MED CENTER,33.46504333,-112.0579256
AZ62,INN PLACE HOTEL,33.57781861,-112.1212631
DVT,PHOENIX DEER VALLEY,33.68830555,-112.0825556
AZ95,ABRAZO SCOTTSDALE HOSP EMERG DEPT,33.639275,-111.9965306
AZ98,HH JOHN C LINCOLN HELISTOP,33.56865222,-112.0709831
0AZ6,ST JOSEPH'S HOSPITAL,33.48288333,-112.0794972
3AZ4,HH DEER VALLEY HOSPITAL,33.66590833,-112.1153167
AZ41,ABACUS TOWER,33.48337611,-112.0701483
AZ02,GATEWAY EAST KNXV TV,33.45418611,-111.9837306
0AZ0,ARIZONA HEART HOSPITAL,33.48125,-112.0401389
A39,AK-CHIN RGNL,32.99054861,-111.9189014
AZ99,PHOENIX CHILDREN'S HOSPITAL,33.47856111,-112.0415
BE1,BANNER ESTRELLA MEDICA CENTER,33.47902777,-112.2567778
P18,PAPAGO AHP,33.47198833,-111.9637567
IWA,MESA GATEWAY,33.30782388,-111.6554592
PHX,PHOENIX SKY HARBOR INTL,33.43427777,-112.0115833
AZ74,MAYO CLINIC ARIZONA,33.65766666,-111.9575833
PCA,PICACHO ARNG,32.66333055,-111.4872583
E37,FLYING J RANCH,32.84784333,-109.8817481
P10,POLACCA,35.79161111,-110.4233889
25AZ,MYSTERY WELL RANCH,31.81594722,-109.0572806
8AZ5,LIZZY LIZARD,31.89794444,-109.0569167
PRC,PRESCOTT RGNL/ERNEST A LOVE FLD,34.65483333,-112.4192222
AZ46,MORGAN RANCH AIRSTRIP,34.76641111,-112.5490608
AZ27,BIG SPRINGS RANCH,34.91001916,-112.5340619
38AZ,EXCEPTIONAL COMMUNITY HOSPITAL,34.558739,-112.3808
72AZ,ADAMS PLACE,34.7082,-112.3336333
51AZ,YAVAPAI RGNL MEDICAL CENTER EAST,34.59185277,-112.3307222
5AZ3,PEGASUS AIRPARK,33.208725,-111.6172403
AZ38,RITTENHOUSE ARMY,33.25138888,-111.5180556
AZ63,TWIN HAWKS AIRPARK,32.52777777,-111.1958333
48AZ,RIMROCK,34.65085555,-111.7882064
AZ58,ROOSEVELT DAM,33.66955,-111.1638111
88AZ,GRAPEVINE AIRSTRIP,33.64090833,-111.0569167
SAD,SAFFORD RGNL/1LT DUANE SPALSBURY FLD,32.85334111,-109.6350819
1AZ3,ARIZONA STATE PRISON - SAFFORD,32.83001666,-109.564325
AZ44,MOUNT GRAHAM RGNL MEDICAL CENTER,32.82165,-109.7358861
09AZ,STRONGHOLD,31.92533333,-110.0381667
SJN,ST JOHNS INDUSTRIAL AIR PARK,34.51855555,-109.37875
AA13,NORTHWEST HOSPITAL/SAHUARITA,31.95638888,-110.9855556
2AZ1,INDIAN HILLS AIRPARK,33.7591975,-113.6154847
0AZ2,WESTERN SKY AIRPARK,33.77805555,-113.6416667
AZ40,SHEEPY HOLLOW RANCH,33.78741666,-113.6424167
44A,ROLLE AIRFIELD,32.51630555,-114.6983889
E77,SAN MANUEL,32.63644027,-110.6472877
SDL,SCOTTSDALE,33.62288888,-111.9105278
32AZ,HH SCOTTSDALE THOMPSON PEAK,33.67,-111.9222222
AZ96,HH SCOTTSDALE OSBORN,33.48801388,-111.9223917
5AZ0,LYON AVIATION ROOFTOP,33.62535277,-111.9216028
6AZ0,LYON AVIATION SOUTH RAMP,33.6245,-111.9213333
7AZ0,AVIATION RAMP AREA,33.62513888,-111.9217222
81AZ,HANGAR 5,33.63224444,-111.9066111
AZ83,SCOTTSDALE,33.62515277,-111.9182944
07AZ,PEOPLES HANGAR,33.630113,-111.909008
17AZ,CONSTELLATION AVIATION,33.62960833,-111.9075944
85AZ,HONOR HEALTH SCOTTSDALE SHEA MEDICAL CENTER,33.58136388,-111.8851806
39AZ,SONORAN CROSSING MEDICAL CENTER,33.78431111,-112.1300444
SEZ,SEDONA,34.84858916,-111.7884475
5AZ8,SEDONA MEDICAL CAMPUS,34.85555555,-111.8233333
P23,SELIGMAN,35.335075,-112.8864972
52AZ,X-1 RANCH UPPER HEADQUARTERS,35.38333194,-113.3007614
E78,SELLS,31.93258333,-111.89425
61AZ,WHITE MOUNTAIN,34.36972222,-109.6972222
SOW,SHOW LOW RGNL,34.26547166,-110.0056625
21AZ,WHITE MOUNTAIN LAKE,34.35226194,-109.97011
AZ75,SUMMIT HEALTHCARE RGNL MEDICAL CENTER,34.20277222,-110.0188306
15AZ,AERO PRODUCTS,34.25483888,-110.0000306
AZ89,SIERRA VISTA RGNL HEALTH CENTER,31.55188055,-110.27165
1AZ6,SKYLINE AIR RANCH,31.55666666,-110.1108333
16AZ,YAV'PE MA'TA,34.50891333,-112.6798986
3AZ8,HIGH MESA AIRPARK,32.76228916,-109.6534117
54AZ,SOMERTON,32.60363611,-114.6679972
AZ25,TRI-ROTOR AG SERVICES,32.55705,-114.6789472
JTC,SPRINGERVILLE MUNI,34.12941666,-109.3108611
55AZ,POTTERS FLD,32.87394194,-111.9598581
AZ61,G M RANCH,32.90171611,-112.2379225
5AZ7,CARRANZA FARM AIRSTRIP,32.84722222,-111.95
AZ08,BANNER BOSWELL MEML HOSPITAL,33.60248888,-112.2827222
3AZ6,BANNER DEL E WEBB MEDICAL CENTER,33.65935,-112.3734833
35AZ,LIMA HANA FLD,31.88638188,-109.4827634
AZ15,LAVA FALLS,36.19164805,-113.0924269
E81,SUPERIOR MUNI,33.27783388,-111.127065
4AZ1,MOULDER,33.75333333,-112.4163889
TYL,TAYLOR,34.45273222,-110.1150347
AZ73,TEMPE ST LUKES HOSPITAL,33.41310555,-111.9409611
3AZ7,THE BUTTES IN TEMPE,33.40468888,-111.9702111
AZ59,CROSS CUT,33.44171138,-111.9501439
U30,TEMPLE BAR,36.02044444,-114.3349167
1AZ1,BOULAIS,33.515275,-112.2557111
1AZ7,S R P TOLLESON CENTER,33.44976472,-112.2298758
P29,TOMBSTONE MUNI,31.6713125,-110.0215153
4AZ4,FORT OMOTSE,31.60055555,-110.0686111
6AZ7,TOON TAIL,33.50277777,-112.7858333
56AZ,MAULDIN AIRSTRIP,33.48198333,-113.0021275
AZ85,TONOPAH,33.53392694,-112.9601808
43AZ,MTAS 1,33.39795277,-113.2151472
13AZ,WALTENBERRY FLD,33.535,-112.8534722
0AZ1,EAGLETAIL,33.39565697,-113.2225271
T03,TUBA CITY,36.09263888,-111.3830833
74AZ,RANCHO SAN MARCOS,31.61961111,-110.0473611
AZ37,TUCSON MEDICAL CENTER,32.25163055,-110.8793306
5AZ5,SAGUARO,32.17888888,-110.7397222
5AZ4,UNIVERSITY MEDICAL CENTER HOSPITAL,32.24187222,-110.94645
70AZ,RGNL PUBLIC SAFETY TRAINING ACADEMY,32.06560833,-110.8545806
6AZ8,FLYING DIAMOND,31.94111111,-111.1202778
AVQ,MARANA RGNL,32.40955555,-111.2183889
65AZ,ST MARYS HELISTOP,32.22825,-110.9993861
AZ67,EL TIRO,32.42701472,-111.3895544
TUS,TUCSON INTL,32.11706819,-110.9414628
DMA,DAVIS MONTHAN AFB,32.16636441,-110.8831697
57AZ,LA CHOLLA AIRPARK,32.44806161,-111.0017698
RYN,RYAN FLD,32.14221111,-111.1745792
01MU,NWMC/HOUGHTON,32.19674722,-110.7751417
AZ18,MADISON AVIATION,35.97498416,-112.1312797
AZ06,DUSTY WINGS FLD,32.78633611,-113.9386
AZ60,CURRY RIDGE,32.72343308,-113.9383051
AZ01,OUTBACK RANCH AIRSTRIP,33.84777777,-113.5702778
AZ50,TRIANGLE AIRPARK,35.71638888,-114.48
04AZ,WHITE HILLS,35.72177638,-114.4505389
AZ42,WHITE HILLS,35.71825833,-114.4867222
E24,WHITERIVER,33.81060833,-109.9857436
1Z1,GRAND CANYON BAR TEN AIRSTRIP,36.2565,-113.2308889
23AZ,MORETON AIRPARK,34.01947277,-112.8257358
AZ64,RIO VISTA HILLS,33.95225277,-112.686565
AZ93,TOYOTA ARIZONA PROVING GROUND,33.74288611,-112.768525
E25,WICKENBURG MUNI,33.97062933,-112.7950898
AZ16,NORTHERN COCHISE COMMUNITY HOSPITAL,32.26453888,-109.8378972
AZ14,AMMON,32.02472222,-109.9597222
93AZ,INDE MOTORSPORTS RANCH,32.22465277,-110.0078194
4AZ9,LEROY,32.11305555,-109.7616667
P33,COCHISE COUNTY,32.24541666,-109.8946389
AZ19,WOODS BAY WINERY,32.0849835,-109.7011467
CMR,H A CLARK MEML FLD,35.30549361,-112.1943478
RQE,WINDOW ROCK,35.65205555,-109.0673889
INW,WINSLOW-LINDBERGH RGNL,35.02190972,-110.7225158
AZ65,PALO VERDE NUCLEAR GENERATING STATION,33.38026666,-112.8723611
24AZ,PLEASANT VALLEY AIRSTRIP,34.1580975,-110.9354025
58AZ,CHAPMAN RANCH AIRSTRIP,34.09361111,-110.9327778
AZ11,PLEASANT VALLEY MEDICAL CENTER,34.10241388,-110.9603361
AZ34,MASSEY FARM,34.69142777,-114.0977389
NYL,YUMA MCAS/YUMA INTL,32.65657388,-114.6059872
05AZ,YUMA RGNL MEDICAL CENTER,32.68362222,-114.6350583
34AZ,YUMA RGNL MEDICAL CENTER,32.66861111,-114.4393056
LGF,LAGUNA AAF (YUMA PROVING GROUND),32.86458055,-114.392975
M73,ALMYRA MUNI,34.41247944,-91.46530555
54AR,WINFIELD AIRPARK,35.39285555,-93.75870555
ADF,DEXTER B FLORENCE MEML FLD,34.09980555,-93.06608333
41AR,ASHWORTH,34.12333333,-93.34972222
08AR,GARRISON,33.72361111,-94.14527777
CVK,SHARP COUNTY RGNL,36.26488888,-91.56266666
AR76,AUGUSTA,35.28848333,-91.35865
M60,WOODRUFF COUNTY,35.27190555,-91.27033055
M74,BALD KNOB MUNI,35.29947222,-91.55769444
82AR,BARTON,34.537136,-90.759415
BVX,BATESVILLE RGNL,35.72622222,-91.64744444
AR24,WHITE RIVER MEDICAL CENTER,35.76711944,-91.63543611
1AR0,BRECKENRIDGE,35.400725,-91.129375
25AR,CEDAR CREEK RANCH,35.1334225,-93.47518722
58AR,SUGAR CREEK,36.40568055,-94.17354166
SUZ,SALINE COUNTY RGNL,34.59038888,-92.47944444
04AR,SALINE MEML HOSPITAL,34.57424444,-92.58603055
44AR,HILLER,34.46125,-92.57680555
VBT,BENTONVILLE MUNI/LOUISE M THADEN FLD,36.34479805,-94.21950833
27AR,NW MEDICAL OF BENTON,36.33901111,-94.19049444
4M1,CARROLL COUNTY,36.38134194,-93.62454027
AR41,MERCY HOSPITAL BERRYVILLE,36.35924166,-93.55090277
17A,TRIGGER GAP,36.32825,-93.62221388
AR13,PEARSON FLD,34.98619861,-92.63349583
2AR8,HICKMAN,35.83110555,-90.37041388
BYH,ARKANSAS INTL,35.96433333,-89.94394444
HKA,BLYTHEVILLE MUNI,35.94041402,-89.83079869
AR30,GREAT RIVER MEDICAL CENTER,35.94341666,-89.91775
4M2,BOONEVILLE MUNI,35.14952633,-93.86338955
15AR,TAYLOR,34.82586111,-90.54333333
9AR1,CATLETT FARMS,34.93347222,-93.51722222
M36,FRANK FEDERER MEML,34.88027777,-91.17644444
62AR,BANKS RANCH,36.46481388,-93.86928333
3AR3,CYPRESS CREEK,35.05958055,-92.08201388
4AR1,SHURLEY FLD,35.04126666,-92.10101666
4AR2,RED OAK,34.91045277,-92.00697569
73AR,DOGWOOD,35.04852222,-92.05374166
37T,CALICO ROCK MUNI,36.16573027,-92.14531138
CDH,HARRELL FLD,33.62280555,-92.76338888
AR42,OUACHITA COUNTY MEDICAL CENTER,33.57658322,-92.8361973
RBM,ROBINSON AAF (CAMP ROBINSON),34.84692361,-92.30014166
4M3,CARLISLE MUNI,34.80822222,-91.71211111
6AR5,TIDWELL FLYING SERVICE,34.77832083,-91.79893888
9AR9,OVER THE TOP AVIATION,35.82697391,-90.90799197
6AR1,ELDER AIRSTRIP,36.27790833,-94.1966
2AR5,ASHMORE FLD,36.38305555,-94.29388888
AR03,CENTERVILLE AIRSTRIP,35.12268055,-93.20313611
28AR,HENLEY AERODROME,35.83333333,-91.43333333
4AR5,LAWRENCE FLD,35.37083333,-90.75055555
AR05,JOHN HARRIS FLD,35.21591944,-93.3049
4M8,CLARENDON MUNI,34.64666888,-91.39472055
H35,CLARKSVILLE MUNI,35.47067805,-93.42715722
AR02,JOHNSON RGNL MEDICAL CENTER,35.46120277,-93.44535555
CCA,CLINTON MUNI,35.59775,-92.45158333
31AR,VAN BUREN COUNTY MEML HOSPITAL,35.559975,-92.4518
2A2,HOLLEY MOUNTAIN AIRPARK,35.65071902,-92.40381294
DRP,DELTA RGNL,35.12005222,-90.82650138
7AR3,RUNSICK FLYING SERVICE,35.15111111,-90.81555555
4AR3,CONWAY RGNL HEALTH SYSTEM,35.08548611,-92.45831111
AR88,POE'S,35.05480833,-92.35404277
AR06,CANTRELL FARMS,35.2325,-92.34333333
CXW,CONWAY RGNL,35.01988888,-92.55511111
1AR3,BAPTIST HEALTH MEDICAL CENTER CONWAY,35.05778333,-92.41911944
4M9,CORNING MUNI,36.40423138,-90.64792638
4AR4,RICE FLD,36.45701111,-90.57206527
H14,CORNING,36.41926944,-90.58825
61AR,THE VALLEY,36.31440833,-92.54273333
1AR1,WALLS,34.52717777,-91.87266388
0AR2,MISSION FLD-MAROTTI MEML,35.26675444,-90.35009916
CRT,Z M JACK STELL FLD,33.17833333,-91.88019444
AR07,ASHLEY COUNTY HOSPITAL,33.14178611,-91.93346388
50AR,YELL COUNTY EMS,35.05463333,-93.38298888
32A,DANVILLE MUNI,35.0872625,-93.42892416
93AR,CHAMBERS MEMORIAL HELIPAD,35.055092,-93.388952
AR32,DARDANELLE,35.23341944,-93.17254722
5M5,CRYSTAL LAKE,36.34361111,-94.44483333
DEQ,J LYNN HELMS SEVIER COUNTY,34.047,-94.39936111
4M5,DERMOTT MUNI,33.48795333,-91.44261138
1AR2,TAYLOR AIRSTRIP,34.98678333,-91.5503
AR59,DE WITT HOSPITAL,34.27880833,-91.33862777
5M1,DEWITT MUNI/WHITCOMB FLD,34.26227777,-91.3075
49AR,SIDS PLACE,34.21444444,-91.45777777
78AR,CEDAR CREST AIRSTRIP,36.48587586,-92.86317141
AR89,LANDERS LOOP,35.40008194,-93.06600611
0M0,BILLY FREE MUNI,33.88452777,-91.53427777
63AR,STOKES,35.246525,-90.46144166
7AR7,RIDDELL FLD,34.32119722,-90.85766944
91AS,CRUMROD,34.144241,-90.992268
60AS,JUNIOR SMITH,34.3762405,-90.931404
AS91,GAYLONS,34.2925615,-90.9957155
F43,EL DORADO DOWNTOWN-STEVENS FLD,33.19125,-92.66322222
AR48,SOUTH ARKANSAS RGNL HOSPITAL,33.22161944,-92.67038888
ELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,33.2212378,-92.81174888
6AR0,CYPRESS CREEK AIRPARK,35.06055583,-92.116111
17AR,BREDLOW FARM,34.55305555,-92.09138888
7AR1,WARDS,33.05006666,-91.34073055
0AR9,EUREKA SPRINGS HOSPITAL,36.40013611,-93.74367777
AR08,FLYING MACHINES AIRSTRIP,36.31534722,-93.66657777
55AR,SILVER WINGS FLD,36.42972222,-93.69555555
7AR0,HAMMER FLD,36.43144444,-93.69930555
18AR,BUCK MOUNTAIN,36.34416666,-93.83166666
FYV,DRAKE FLD,36.00509555,-94.17006333
XNA,NORTHWEST ARKANSAS NTL,36.28157916,-94.30776555
67AR,WEDINGTON WOODS,36.09777777,-94.3075
4AR8,WASHINGTON RGNL LANDING,36.1082,-94.15876666
48AR,WHIRLWIND AVIATION,35.48375,-90.84090277
FLP,MARION COUNTY RGNL,36.29088888,-92.59025
45AR,THUNDER RIDGE RANCH,36.36725,-92.64022222
6AR9,PINE MOUNTAIN AIRPARK,36.41527777,-92.69444444
5M4,FORDYCE MUNI,33.84579222,-92.36552888
7AR5,DALLAS COUNTY MEDICAL CENTER,33.81126388,-92.42474166
FCY,HUTFLY,34.94199805,-90.77496611
AR72,FORREST CITY MEDICAL CENTER,35.03944444,-90.77722222
AZU,ARROWHEAD ASSAULT STRIP,35.27509166,-94.22520944
FSM,FORT SMITH RGNL,35.33664694,-94.36610888
AR21,MERCY HOSPITAL FORT SMITH,35.35375,-94.35205277
AR40,SPARKS RGNL MEDICAL CENTER,35.37315833,-94.41933333
40AR,LOST BRIDGE VILLAGE,36.39271666,-93.91261944
1AR5,CHEROKEE STRIP,36.29944444,-94.58472222
71AR,DIAMOND C,36.28257638,-94.47376388
72AR,CADDO LNDG,34.30025883,-93.48247916
70AR,RANDAL FLD,35.99451527,-89.99731138
0AR4,OZARKS COMMUNITY HOSPITAL,36.40927777,-94.46005555
AR09,GRAVETTE FLD,36.41388888,-94.43888888
5AR8,HOSTETLER'S AIRFIELD,36.40722222,-93.46416666
12A,ARKAVALLEY,35.17752961,-92.33506697
52AR,IRA'S AIRSTRIP,35.28008055,-92.24153888
1AR6,DIAMOND BLUFF,35.50332777,-92.19670833
7AR2,VERSER'S LANDING,35.5572,-92.1321
33AR,SKYPOINT ESTATES,35.60222222,-92.1425
30AR,PHALANX,35.54436111,-92.05616666
36AR,DAVID STANLEY MEML,35.20638888,-91.31888888
94AR,GALLOWAY FARMS,35.15638333,-91.33188055
3AR5,TRIPP STRIP,35.11786388,-91.61188333
5M8,GURDON LOWE FLD,33.92377777,-93.16813888
20AR,RAK,35.30785833,-92.32015277
0R6,HAMPTON MUNI,33.52261111,-92.46027777
HRO,BOONE COUNTY,36.26152055,-93.15472888
AR80,NORTH ARKANSAS MEDICAL CENTER,36.23646,-93.10934305
3AR2,RIDGEWAY FLD,36.32006666,-93.20156666
6M0,HAZEN MUNI DAVID DUCH FLD,34.75921388,-91.63804583
AR10,GREENWALT COMPANY,34.80666666,-91.60833333
21AR,SKARDA/TOLLVILLE,34.71759166,-91.53901944
3AR8,RIVER ACRES,35.47183055,-91.96226111
6AR4,BAPTIST HEALTH MEDICAL CENTER-HEBER SPRINGS,35.50488888,-91.99769444
HBZ,HEBER SPRINGS MUNI,35.51169388,-92.01300944
HEE,THOMPSON-ROBBINS,34.57649194,-90.67588944
AR77,HELENA HOSPITAL,34.50982472,-90.62621777
80AR,KING,34.41425269,-90.72937852
51AS,BURKS,34.483481,-90.716014
AS11,ROHRSCHEIB,34.44736111,-90.8075
43AS,GRIFFIN,34.44861111,-90.66180555
75AR,THE BLUFFS,36.29617805,-92.21598861
47AR,HEIRD HILL FARM,34.50269444,-92.22976111
06AR,CY BOND MEML,35.54452194,-92.18487444
2AR9,ISLAND HEALTH CLINIC,36.45527777,-93.71935833
2A6,HOLLY GROVE MUNI,34.58244444,-91.16522222
7AR8,SHILOH,34.66508472,-91.17665
5AR4,BASELINE,34.6425,-91.09472222
M18,HOPE MUNI,33.71998113,-93.65890372
1AR7,WADLEY RGNL MEDICAL CENTER AT HOPE,33.64845,-93.58503888
6M2,HORSESHOE BEND,36.22136138,-91.75547388
11AR,CHI ST. VINCENT HOSPITAL HOT SPRINGS,34.46885,-93.06576666
0AR6,AMI NTL PARK MEDICAL CENTER,34.48614444,-93.036575
77AR,BENOIT AIRFIELD,34.5975,-92.93694444
HOT,MEML FLD,34.47802777,-93.09622222
H34,HUNTSVILLE MUNI,36.07822666,-93.75475472
79AR,FRANKE FLD,34.85286694,-92.04819944
LRF,LITTLE ROCK AFB,34.91751211,-92.14500102
22AR,WILLOW CREEK WOMEN'S HOSPITAL,36.135,-94.18527777
JBR,JONESBORO MUNI,35.83171111,-90.64642194
AR60,NEA BAPTIST HOSPITAL,35.8076,-90.66646666
0AR5,RGNL MEDICAL CENTER,35.83594444,-90.70173055
23AR,CLASSIC AIRSTRIP,35.82588888,-90.54719444
7AR6,RBC,35.79579444,-90.802375
7AR9,CULLEN,35.95638055,-90.81298333
AN37,FROG POND,35.782262,-90.651955
81AR,WFK,35.91920833,-90.7297125
59AR,HODGES,35.88208611,-90.61250555
90AR,ALOS FLD,35.73088952,-90.79488511
AS31,CARPENTER FLD,35.840875,-90.52658194
05AR,OZARK SKIES AIRPARK,36.00063333,-93.57025
3M0,GASTONS,36.34905555,-92.55580555
M32,LAKE VILLAGE MUNI,33.34652777,-91.31555555
AR61,CHICOT MEML HOSPITAL,33.30533333,-91.28916666
68AR,LUGINBUEL HEE HAW,35.93409444,-94.415925
LIT,BILL AND HILLARY CLINTON NTL/ADAMS FLD,34.72944138,-92.22477722
AR29,UAMS BRAVO PAD,34.75044722,-92.34068611
5AR5,MED FLIGHT,34.74447777,-92.38041111
AR45,ST VINCENT INFIRMARY,34.7506475,-92.34070777
5AR6,SOUTHWEST HOSPITAL,34.65715277,-92.40433888
6AR3,UAMS ALPHA PAD,34.74901944,-92.32013333
6AR7,ARKANSAS HEART HOSPITAL,34.739525,-92.39273888
3AR6,CRYSTAL RIDGE,34.72757777,-92.51683888
AR62,ARKANSAS CHILDREN'S HOSPITAL,34.74291666,-92.29366666
56AR,LITTLE ROCK POLICE DEPT.,34.64084166,-92.30421666
1AR9,COUNTRY AIR ESTATES,34.81437222,-91.99481388
2AR0,BULLY HENRY,34.86811666,-91.97425277
39AR,EIFLING FLD,34.91159722,-91.83708333
AR91,CIRCLE S FARMS,36.22590888,-94.03214444
3AR7,TAYLOR FLD,36.26473888,-94.16541666
24AR,GRIFFIN AG,34.19805555,-90.95277777
AGO,RALPH C WEISER FLD,33.22747222,-93.217
09AR,MAGNOLIA RGNL MEDICAL CENTER,33.27394444,-93.23976388
M78,MALVERN MUNI,34.33331583,-92.76149944
03AR,HSCMH,34.358,-92.78606388
MXA,MANILA MUNI,35.89444722,-90.15457055
95KS,FULLER AIRFIELD,39.02616111,-96.01504166
1AR4,MCALISTER AIRPARK,36.16222222,-93.60722222
3AR0,FROST FLYING INC,34.82227777,-90.84694444
6M7,MARIANNA/LEE COUNTY-STEVE EDWARDS FLD,34.78275,-90.80997222
6M8,MARKED TREE MUNI,35.53309027,-90.40008888
34AR,WOODBRIDGE FLD,35.58111111,-90.38527777
4A5,SEARCY COUNTY,35.89869444,-92.65633333
12AR,GIBBONS,34.51544444,-90.97372222
26AS,MARVELL WEST,34.5601995,-90.932568
AS04,HUBBARDS,34.566206,-90.998872
AR34,PINE VILLAGE,34.98203194,-92.44515694
AR46,PENROSE,35.18934444,-91.050375
2AR4,MC CRORY/MORTON,35.22841666,-91.09316666
7M1,MC GEHEE MUNI,33.62022111,-91.36484055
AR63,MC GEHEE DESHA COUNTY HOSPITAL,33.61799722,-91.39303611
42A,MELBOURNE MUNI/JOHN E MILLER FLD,36.07098027,-91.83013555
MEZ,MENA INTERMOUNTAIN MUNI,34.54551175,-94.20241647
LLQ,MONTICELLO MUNI/ELLIS FLD,33.63855555,-91.751
AR85,DREW MEML HOSPITAL,33.61176666,-91.81728888
BDQ,MORRILTON MUNI,35.13623361,-92.71370833
AR43,BRICKEY,35.10008527,-92.78349944
AR65,ST ANTHONYS MEDICAL CENTER,35.16811111,-92.72044444
07AR,MORRILTON,35.1945275,-92.80016611
MPJ,PETIT JEAN PARK,35.13883333,-92.90919444
BPK,BAXTER COUNTY,36.3689425,-92.47051972
5AR9,BAXTER COUNTY RGNL HOSPITAL,36.34173055,-92.39890833
42AR,BAXTER COUNTY SHERIFFS,36.33323611,-92.38741666
76AR,JOHNSON FLD,36.34966666,-92.45055555
7M2,MOUNTAIN VIEW WILCOX MEML FLD,35.86448027,-92.09033861
2AR3,STONE COUNTY MEDICAL CENTER,35.856185,-92.08292888
7M3,BEARCE,34.52908111,-93.52942416
02AR,MOUNT MORIAH FLD,34.11694444,-93.6965
0AR8,HOWARD MEML HOSPITAL,33.94884166,-93.880225
M77,HOWARD COUNTY,33.99719444,-93.83808333
19AR,NAYLOR FLD,35.15397222,-92.22075
65AR,PLEASANT HILL,35.79865441,-91.40809369
M19,NEWPORT RGNL,35.63772222,-91.17638888
AR92,UNITY HEALTH HARRIS MEDICAL CENTER,35.60978611,-91.26445277
43AR,HAIGWOOD LANDING STRIP,35.61138888,-91.24138888
ORK,NORTH LITTLE ROCK MUNI,34.83313888,-92.25413888
1AR8,ST VINCENT NORTH HOSPITAL,34.81355277,-92.20737222
8AR1,TOTTY FLD,36.48944444,-92.64222222
AR67,SMC RGNL MEDICAL CENTER,35.70003611,-89.97500277
7M4,OSCEOLA MUNI,35.69113888,-90.01011111
7M5,OZARK/FRANKLIN COUNTY,35.51069583,-93.8393075
2AR1,ETNA,35.36984722,-93.84306111
51AR,BYRDS BACKCOUNTRY AIRSTRIP,35.67744444,-93.73229444
3MS2,DESOTO COUNTY SHERIFF'S OFFICE,34.80778055,-89.9813
